,Rank,Artist,Song,Year,Artist_ID
3953,71,Elton John,Candle In The Wind,1988,3PhoLpVuITZKcymswpck5b
3954,72,Daryl Hall and John Oates,Everything Your Heart Desires,1988,77tT1kLj6mCWtFNqiOmP9H
3955,73,Foreigner,Say You Will,1988,6IRouO5mvvfcyxtPDKMYFN
3956,74,Keith Sweat,I Want Her,1988,2r09Inibex3C4ZNTUVSG3m
3957,75,Natalie Cole,P!nk Cadillac,1988,5tTsrGPwQRWUsHR2Xf7Ke9
3958,76,Tracy Chapman,Fast Car,1988,7oPgCQqMMXEXrNau5vxYZP
3959,77,Icehouse,Electric Blue,1988,3IUisqn0mluZR0LITs8Sqk
3960,78,Bruce Hornsby and The Range,The Valley Road,1988,7CwJ4VEWs7HV7MWQt9cgyk
3961,79,Bobby Brown,Don't Be Cruel,1988,62sPt3fswraiEPnKQpAbdE
3962,80,Pet Shop Boys,Always On My Mind,1988,2ycnb8Er79LoH2AsR5ldjh
3963,81,Brenda Russell feat. Joe Esposito,Piano In The Dark,1988,2O8VlquQPITO4tT3SWs95W
3964,82,Van Halen,When It's Love,1988,2cnMpRsOVqtPMfq7YiFE6K
3965,83,Paul Carrack,Don't Shed A Tear,1988,0FFuvdY7fuiuTmHN9unYoz
3966,84,Sting,We'll Be Together,1988,0Ty63ceoRnnJKVEYP0VQpk
3967,85,Joan Jett and The Blackhearts,I Hate Myself For Loving You,1988,1Fmb52lZ6Jv7FMWXXTPO3K
3968,86,Foreigner,I Don't Want To Live Without You,1988,6IRouO5mvvfcyxtPDKMYFN
3969,87,Al B. Sure!,Nite And Day,1988,1fvz0vd4P0LNMkAysF1ivk
3970,88,Steve Winwood,Don't You Know What The Night Can Do,1988,5gxynDEKwNDgxGJmJjZyte
3971,89,Whitney Houston,One Moment In Time,1988,6XpaIBNiVzIetEPCWDvAFP
3972,90,Gloria Estefan and Miami Sound Machine,Can't Stay Away From You,1988,2Gop8SbSVt5SaJzuaRFa7D
3973,91,George Michael,Kissing A Fool,1988,19ra5tSw0tWufvUp8GotLo
3974,92,John Mellencamp,Cherry Bomb,1988,3lPQ2Fk5JOwGWAF3ORFCqH
3975,93,Brenda K. Starr,I Still Believe,1988,5Ne8hQEmy0eZu9hlE3j58B
3976,94,Cher,I Found Someone,1988,72OaDtakiy6yFqkt4TsiFt
3977,95,INXS,Never Tear Us Apart,1988,1eClJfHLoDI4rZe5HxzBFv
3978,96,Steve Winwood,Valerie,1988,5gxynDEKwNDgxGJmJjZyte
3979,97,David Lee Roth,Just Like Paradise,1988,0KyCXNSa7ZMb5LydfKbLG3
3980,98,Poison,Nothin' But A Good Time,1988,1fBCIkoPOPCDLUxGuWNvyo
3981,99,White Lion,Wait,1988,3nLYJvqbEzs5kg2TlprxIG
3982,100,Taylor Dayne,Prove Your Love,1988,32lVGr0fSRGT6okLKHiP68
3983,1,Chicago,Look Away,1989,3iDD7bnsjL9J4fO298r0L0
3984,2,Bobby Brown,My Prerogative,1989,62sPt3fswraiEPnKQpAbdE
3985,3,Poison,Every Rose Has Its Thorn,1989,1fBCIkoPOPCDLUxGuWNvyo
3986,4,Paula Abdul,Straight Up,1989,4PpmBoqphQusNFsxuVKb6j
3987,5,Janet Jackson,Miss You Much,1989,4qwGe91Bz9K2T8jXTZ815W
3988,6,Paula Abdul,Cold Hearted,1989,4PpmBoqphQusNFsxuVKb6j
3989,7,Bette Midler,Wind Beneath My Wings,1989,13y0kncDD4J9wxCyfKr10W
3990,8,Milli Vanilli,Girl You Know Its True,1989,3vRclCt9VnNhYIxFMQCxuM
3991,9,Will To Power,"Baby, I Love Your Way-Freebird",1989,63I04Kj1gXC1LLSVcrOzLN
3992,10,Anita Baker,Giving You The Best That I Got,1989,46CH1Gp8l8QVly8bpG9JFG
3993,11,Richard Marx,Right Here Waiting,1989,0grdhNhiRLFBaFVyybqsj6
3994,12,Boy Meets Girl,Waiting For A Star To Fall,1989,02Xpf8IlAGeelWAQZP33kQ
3995,13,Debbie Gibson,Lost In Your Eyes,1989,18jZvCsW1PJ4FDQ5gEXuKp
3996,14,Gloria Estefan,Don't Wanna Lose You,1989,5IFCkqu9J6xdWeYMk5I889
3997,15,Warrant,Heavan,1989,7HLvzuM9p11k9lUQfSM4Rq
3998,16,Milli Vanilli,Girl I'm Gonna Miss You,1989,3vRclCt9VnNhYIxFMQCxuM
3999,17,Roxette,The Look,1989,2SHhfs4BiDxGQ3oxqf0UHY
4000,18,Fine Young Cannibals,She Drives Me Crazy,1989,20p5D2KrE8CGuOjHtxsyTp
4001,19,Bobby Brown,On Our Own,1989,62sPt3fswraiEPnKQpAbdE
4002,20,Phil Collins,Two Hearts,1989,4lxfqrEsLX6N1N4OCSkILp
4003,21,Milli Vanilli,Blame It On The Rain,1989,3vRclCt9VnNhYIxFMQCxuM
4004,22,Roxette,Listen To Your Heart,1989,2SHhfs4BiDxGQ3oxqf0UHY
4005,23,Bon Jovi,I'll Be There For You,1989,58lV9VcRSjABbAbfWS6skp
4006,24,Simply Red,If You Don't Know Be By Now,1989,1fa0cOhromAZdq2xRA4vv8
4007,25,Madonna,Like A Prayer,1989,6tbjWDEIzxoDsBA1FuhfPW
4008,26,New Kids On The Block,I'll Be Loving You (Forever),1989,55qiaow2sDYtjqu1mwRua6
4009,27,Breathe,How Can I Fall?,1989,53M4Iv2RkzzxFFvW2B1jhC
4010,28,Milli Vanilli,Baby Don't Forget My Number,1989,3vRclCt9VnNhYIxFMQCxuM
4011,29,Martika,Toy Solider,1989,40enFxfEXXsEXKOt1vgx0k
4012,30,Paula Abdul,Forever Your Girl.,1989,4PpmBoqphQusNFsxuVKb6j
4013,31,Mike and The Mechanics,The Living Years,1989,2yTUYhIf8fxptTIy3KLuJD
4014,32,The Bangles,Eternal Flame,1989,51l0uqRxGaczYr4271pVIC
4015,33,Tone Loc,Wild Thing,1989,5Y8EphH8Vdqu5SLj6K5vjj
4016,34,Bad English,When I See You Smile,1989,5fhMbh4PVSLSODF2fhWwqt
4017,35,Cher,If I Could Turn Back Time,1989,72OaDtakiy6yFqkt4TsiFt
4018,36,Neneh Cherry,Buffalo Stance,1989,3JxCEqL9zjKnDJgUhRuRJD
4019,37,Sheriff,When I'm With You,1989,5jllns7VtBfhF3AyjvZP8d
4020,38,Taylor Dayne,Don't Rush Me,1989,32lVGr0fSRGT6okLKHiP68
4021,39,Bon Jovi,Born To Be My Baby,1989,58lV9VcRSjABbAbfWS6skp
4022,40,Fine Young Cannibals,Good Thing,1989,20p5D2KrE8CGuOjHtxsyTp
4023,41,Sheena Easton,The Lover In Me,1989,5dcOK4stT4JDkP6Dqhbz5s
4024,42,Young M.C.,Bust A Move,1989,08nZV71b8tXBiwaUrM91ur
4025,43,Great White,"Once Bitten, Twice Shy",1989,6ZPbX2Lxd40e2UVkXpyxvI
4026,44,Prince,Batdance,1989,5a2EaR3hamoenG9rDuVn8j
4027,45,Michael Damian,Rock On,1989,1Wb1iP9BzMJyjm5nXtBUFP
4028,46,Jody Watley,Real Love,1989,71aKjsWKYqASAffyIQaocZ
4029,47,B-52's,Love Shack,1989,3gdbcIdNypBsYNu3iiCjtN
4030,48,Bobby Brown,Every Little Step,1989,62sPt3fswraiEPnKQpAbdE
4031,49,New Kids On The Block,Hangin' Tough,1989,55qiaow2sDYtjqu1mwRua6
4032,50,Rod Stewart,My Heart Can't Tell You No,1989,2y8Jo9CKhJvtfeKOsYzRdT
4033,51,Love and Rockets,So Alive,1989,09mvgMBvJkxarNIDGdwPWg
4034,52,New Kids On The Block,You Got It (The Right Stuff),1989,55qiaow2sDYtjqu1mwRua6
4035,53,Def Leppard,Armageddon It,1989,6H1RjVyNruCmrBEWRbD0VZ
4036,54,Richard Marx,Satisfied,1989,0grdhNhiRLFBaFVyybqsj6
4037,55,Madonna,Express Yourself,1989,6tbjWDEIzxoDsBA1FuhfPW
4038,56,Dino,I Like It,1989,7BjXGqrW02WB9cnLKKzwrK
4039,57,Donny Osmond,Soldier Of Love,1989,5ZEAzHE2TzAwUcOj6jMIgf
4040,58,Tears For Fears,Sowing The Seeds Of Love,1989,4bthk9UfsYUYdcFyqxmSUU
4041,59,Madonna,Cherish,1989,6tbjWDEIzxoDsBA1FuhfPW
4042,60,White Lion,When The Children Cry,1989,3nLYJvqbEzs5kg2TlprxIG
4043,61,Skid Row,18 And Life,1989,4opTS86dN9uO313J9CE8xg
4044,62,Duran Duran,I Don't Want Your Love,1989,0lZoBs4Pzo7R89JM9lxwoT
4045,63,.38 Special,Second Chances,1989,3zXw2Eh96iTT51pytzHdZi
4046,64,Karyn White,The Way You Love Me,1989,5lJBrQQ88JjskJmJeVKX4F
4047,65,Tone Loc,Funky Cold Medina,1989,5Y8EphH8Vdqu5SLj6K5vjj
4048,66,Bangles,In Your Room,1989,51l0uqRxGaczYr4271pVIC
4049,67,Natalie Cole,Miss You Like Crazy,1989,5tTsrGPwQRWUsHR2Xf7Ke9
4050,68,Cure,Love Song,1989,7bu3H8JO7d0UbMoVzbo70s
4051,69,Karyn White,Secret Rendesvous,1989,5lJBrQQ88JjskJmJeVKX4F
4052,70,Jeff Healey Band,Angel Eyes,1989,3d2hJTVTwo08F9b0ZFQukJ
4053,71,Guns N' Roses,Patience,1989,3qm84nBOXUEQ2vnTfUTTFC
4054,72,Eddie Money,Walk On Water,1989,4Tw2N3wdvJPGEU7JqMxFfE
4055,73,New Kids On The Block,Cover Girl,1989,55qiaow2sDYtjqu1mwRua6
4056,74,Guns N' Roses,Welcom To The Jungle,1989,3qm84nBOXUEQ2vnTfUTTFC
4057,75,Surface,Shower Me With Your Love,1989,7dXeJ8kAqTqtvNWQNV3sdU
4058,76,R.E.M.,Stand,1989,4KWTAlx2RvbpseOGMEmROg
4059,77,Lita Ford,Close My Eyes Forever,1989,77tBvvyd6SD4Y9Um1xcbxP
4060,78,Tiffany,All This Time,1989,2IEnjZsVDEPKUTxNinyqba
4061,79,Cher and Peter Cetera,After All,1989,72OaDtakiy6yFqkt4TsiFt
4062,80,Bobby Brown,Roni,1989,62sPt3fswraiEPnKQpAbdE
4063,81,Aerosmith,Love In An Elevator,1989,7Ey4PD4MYsKc5I2dolUwbH
4064,82,Bon Jovi,Lay Your Hands On Me,1989,58lV9VcRSjABbAbfWS6skp
4065,83,When In Rome,This Promise,1989,3jOO5nZ2XPmc232rNjzqJy
4066,84,Edie Brickell and The New Bohemians,What I Am,1989,4awU3JRQXIYoxabdwO92AU
4067,85,Boys Club,I Remember Holding You,1989,3rmR0bhbSlBLfDsxeERY3J
4068,86,Guns N' Roses,Paradise City,1989,3qm84nBOXUEQ2vnTfUTTFC
4069,87,Samantha Fox,Iwanna Have Some Fun,1989,0ym94xKp2PIOJtTZKpxbAa
4070,88,Rick Astley,She Wants To Dance With Me,1989,0gxyHStUsqpMadRV0Di1Qt
4071,89,Vanessa Williams,Dreamin',1989,75L9s8KVrhCNtBUkZFnDFW
4072,90,Babyface,It's No Crime,1989,3aVoqlJOYx31lH1gibGDt3
4073,91,Alice Cooper,Poison,1989,3EhbVgyfGd7HkpsagwL9GS
4074,92,Donna Summer,This Time I Know It's For Real,1989,2eogQKWWoohI3BSnoG7E2U
4075,93,Michael Jackson,Smooth Criminal,1989,3fMbdgg4jU18AjLCKBhRSm
4076,94,Deon Estus,Heavan Help Me,1989,7lF7ijiwzLAl63VslViL1u
4077,95,Bobby Brown,Rock Wit'cha,1989,62sPt3fswraiEPnKQpAbdE
4078,96,Sa-fire,Thinking Of You,1989,5Jesej4KPhEwQI3X2qrGEQ
4079,97,Expose,What You Don't Know,1989,5nPz5R1FDPTMI3Dw4JnTGb
4080,98,Ann Wilson and Robin Zander,Surrender To Me,1989,4lPDIYPFDs5gpcToUczJDs
4081,99,Don Henley,The End Of The Innocence,1989,5dbuFbrHa1SJlQhQX9OUJ2
4082,100,Soul II Soul,Keep On Movin,1989,2sIx6SmAMw9IBySG3Uj0jf
4083,1,Wilson Phillips,Hold On,1990,1yMYjh77WgOVafRkI50mim
4084,2,Roxette,It Must Have Been Love,1990,2SHhfs4BiDxGQ3oxqf0UHY
4085,3,Sinead O'Connor,Nothing Compares 2 U,1990,4sD9znwiVFx9cgRPZ42aQ1
4086,4,Bell Biv Devoe,Poison,1990,2zFZiWQJFFshzojycnXoTL
4087,5,Madonna,Vogue,1990,6tbjWDEIzxoDsBA1FuhfPW
4088,6,Mariah Carey,Vision Of Love,1990,4iHNK0tOyZPYnBU7nGAgpQ
4089,7,Phil Collins,Another Day In Paradise,1990,4lxfqrEsLX6N1N4OCSkILp
4090,8,En Vogue,Hold On,1990,5fikk4h5qbEebqK2Fc6e48
4091,9,Billy Idol,Cradle Of Love,1990,7lzordPuZEXxwt9aoVZYmG
4092,10,Jon Bon Jovi,Blaze Of Glory,1990,6h2bWHWTJL38N8dqocVaif
4093,11,Bell Biv Devoe,Do Me!,1990,2zFZiWQJFFshzojycnXoTL
4094,12,Michael Bolton,How Am I Supposed To Live Without You,1990,6YHEMoNPbcheiWS2haGzkn
4095,13,Technotronic,Pump Up The Jam,1990,2Cd98zHVdZeOCisc6Gi2sB
4096,14,Paula Abdul,Opposites Attract,1990,4PpmBoqphQusNFsxuVKb6j
4097,15,Janet Jackson,Escapade,1990,4qwGe91Bz9K2T8jXTZ815W
4098,16,Heart,All I Wanna Do Is Make Love To You,1990,0n94vC3S9c3mb2HyNAOcjg
4099,17,Maxi Priest,Close To You,1990,3aTuTR5Nf6pVW3837q2ZL7
4100,18,Alannah Myles,Black Velvet,1990,6IYnSXO40Bh7Zdqhf6rQoj
4101,19,Wilson Phillips,Release Me,1990,1yMYjh77WgOVafRkI50mim
4102,20,Linda Ronstadt and Aaron Neville,Don't Know Much,1990,1sXbwvCQLGZnaH0Jp2HTVc
4103,21,Lisa Stansfield,All Around The World,1990,2jS7I1u7BpgWT9ssG62Zr1
4104,22,Calloway,I Wanna Be Rich,1990,03cwCzIWQ8BRmXjGPDAL04
4105,23,Johnny Gill,Rub You The Right Way,1990,7oHzn7edwmrYClrPRINkbn
4106,24,Glenn Medeiros feat. Bobby Brown,She Ain't Worth It,1990,0bByarMN8ryEFQsRo6iCUN
4107,25,Sweet Sensation,If Wishes Came True,1990,0DSE3n3008wiKzfd8vNhWy
4108,26,Snap,The Power,1990,2FrKQPjJe4pVMZOgm0ESOx
4109,27,Nelson,(Can't Live Without Your) Love And Affection,1990,5W5bDNCqJ1jbCgTxDD0Cb3
4110,28,Taylor Dayne,Love Will Lead You Back,1990,32lVGr0fSRGT6okLKHiP68
4111,29,Jane Child,Don't Wanna Fall In Love,1990,5JBif5ahOKFFVuEpHhrp8Y
4112,30,Seduction,Two To Make It Right,1990,66pXn4ZrPf6yzk5PHGkUZA
4113,31,Linear,Sending All My Love,1990,22i8GlNyvBRj7b93jmXWT7
4114,32,Poison,Unskinny Bop,1990,1fBCIkoPOPCDLUxGuWNvyo
4115,33,New Kids On The Block,Step By Step,1990,55qiaow2sDYtjqu1mwRua6
4116,34,Roxette,Dangerous,1990,2SHhfs4BiDxGQ3oxqf0UHY
4117,35,Billy Joel,We Didn't Start The Fire,1990,6zFYqv1mOsgBRQbae3JJ9e
4118,36,James Ingram,I Don't Have The Heart,1990,5bTTx0CRvZj1kRJwUsWWYo
4119,37,Rod Stewart,Downtown Train,1990,2y8Jo9CKhJvtfeKOsYzRdT
4120,38,Janet Jackson,Rhythm Nation,1990,4qwGe91Bz9K2T8jXTZ815W
4121,39,Tommy Page,I'll Be Your Everything,1990,4TPWj56uIO4N5puju96P0J
4122,40,B-52's,Roam,1990,3gdbcIdNypBsYNu3iiCjtN
4123,41,Jody Watley,Everything,1990,71aKjsWKYqASAffyIQaocZ
4124,42,Soul II Soul,Back To Life,1990,2sIx6SmAMw9IBySG3Uj0jf
4125,43,Luther Vandross,Here And Now,1990,19y5MFBH7gohEdGwKM7QsP
4126,44,Janet Jackson,Alright,1990,4qwGe91Bz9K2T8jXTZ815W
4127,45,Vanilla Ice,Ice Ice Baby,1990,7GXXMm3DB1VswVcuGyInUd
4128,46,Milli Vanilli,Blame It On The Rain,1990,3vRclCt9VnNhYIxFMQCxuM
4129,47,M.C. Hammer,Have You Seen Her,1990,0ssB8ifzh87Y11NZq0xCDl
4130,48,Taylor Dayne,With Every Beat Of My Heart,1990,32lVGr0fSRGT6okLKHiP68
4131,49,Janet Jackson,Come Back To Me,1990,4qwGe91Bz9K2T8jXTZ815W
4132,50,Michel'le,No More Lies,1990,4D0WfOUqTzqKysXt33VL3j
4133,51,George Michael,Praying For Time,1990,19ra5tSw0tWufvUp8GotLo
4134,52,Michael Bolton,How Can We Be Lovers,1990,6YHEMoNPbcheiWS2haGzkn
4135,53,Phil Collins,Do You Remember,1990,4lxfqrEsLX6N1N4OCSkILp
4136,54,After 7,Ready Or Not,1990,4UPcJIhr5K5fPsm4itqT7E
4137,55,M.C. Hammer,U Can't Touch This,1990,0ssB8ifzh87Y11NZq0xCDl
4138,56,Phil Collins,I Wish It Would Rain Down,1990,4lxfqrEsLX6N1N4OCSkILp
4139,57,Lou Gramm,Just Between You And Me,1990,7CnmC3gRgLev4I609BrSxj
4140,58,Phil Collins,Something Happened On The Way To Heaven,1990,4lxfqrEsLX6N1N4OCSkILp
4141,59,Janet Jackson,Black Cat,1990,4qwGe91Bz9K2T8jXTZ815W
4142,60,After 7,Can't Stop,1990,4UPcJIhr5K5fPsm4itqT7E
4143,61,Aerosmith,Janie's Got A Gun,1990,7Ey4PD4MYsKc5I2dolUwbH
4144,62,Digital Underground,The Humpty Dance,1990,7jocoSCuCtpCxCI6IbP8ye
4145,63,Taylor Dayne,I'll Be Your Shelter,1990,32lVGr0fSRGT6okLKHiP68
4146,64,Tom Petty,Free Fallin',1990,2UZMlIwnkgAEDBsw1Rejkn
4147,65,Pebbles,Giving You The Benefit,1990,702AvACMk5mieXIYlC2Gxx
4148,66,Depeche Mode,Enjoy The Silence,1990,762310PdDnwsDxAQxzQkfX
4149,67,Tesla,Love Song,1990,0dgnITyIAN4NrmUVisvxHU
4150,68,Bad English,Price Of Love,1990,5fhMbh4PVSLSODF2fhWwqt
4151,69,Tyler Collins,Girls Nite Out,1990,5huMtuPNUReK11RrCYwP0p
4152,70,Go West,King Of Wishful Thinking,1990,7bKupnlF7XOfR1En3K8oAL
4153,71,Chicago,What Kind Of Man Would I Be?,1990,3iDD7bnsjL9J4fO298r0L0
4154,72,Skid Row,I Remember You,1990,4opTS86dN9uO313J9CE8xg
4155,73,Technotronic,Get Up! (Before The Night Is Over),1990,2Cd98zHVdZeOCisc6Gi2sB
4156,74,Gloria Estefan,Here We Are,1990,5IFCkqu9J6xdWeYMk5I889
4157,75,Faith No More,Epic,1990,6GbCJZrI318Ybm8mY36Of5
4158,76,Mariah Carey,Love Takes Time,1990,4iHNK0tOyZPYnBU7nGAgpQ
4159,77,Cher,Just Like Jesse James,1990,72OaDtakiy6yFqkt4TsiFt
4160,78,B-52s,Love Shack,1990,3gdbcIdNypBsYNu3iiCjtN
4161,79,Milli Vanilli,All Or Nothing,1990,3vRclCt9VnNhYIxFMQCxuM
4162,80,Dino,Romeo,1990,7BjXGqrW02WB9cnLKKzwrK
4163,81,Black Box,Everybody Everybody,1990,6tsRo8ErXzpHk3tQeH6GBW
4164,82,Billy Joel,I Go To Extremes,1990,6zFYqv1mOsgBRQbae3JJ9e
4165,83,Babyface,Whip Appeal,1990,3aVoqlJOYx31lH1gibGDt3
4166,84,Paul Young,Oh Girl,1990,6rqU9HQ57NYGBnBzbrY3a4
4167,85,D-Mob With Cathy Dennis,C'mon And Get My Love,1990,2D6iWTlpjnMRhY2ABiaxqD
4168,86,Paula Abdul,(It's Just) The Way That You Love Me,1990,4PpmBoqphQusNFsxuVKb6j
4169,87,The Cover Girls,We Can't Go Wrong,1990,6D01mATo26VaiiCfZzpWAm
4170,88,Michael Bolton,When I'm Back On My Feet Again,1990,6YHEMoNPbcheiWS2haGzkn
4171,89,Keith Sweat,Make You Sweat,1990,2r09Inibex3C4ZNTUVSG3m
4172,90,New Kids On The Block,This One's For The Children,1990,55qiaow2sDYtjqu1mwRua6
4173,91,Aerosmith,What It Takes,1990,7Ey4PD4MYsKc5I2dolUwbH
4174,92,Kiss,Forever,1990,07XSN3sPlIlB2L2XNcTwJw
4175,93,The Time,Jerk Out,1990,1EgGVV9cmmlLEsFlunjmvv
4176,94,Biz Markie,Just A Friend,1990,22282KfMxDo2PMjnBc82I4
4177,95,Ame Lorain,Whole Wide World,1990,3M33n8CbYbLJDeAVobnKnS
4178,96,Motley Crue,Without You,1990,0cc6vw3VN8YlIcvr1v7tBL
4179,97,Jive Bunny and The Master Mixers,Swing The Mood,1990,4GzIiGnHYrOnq2LUiD6zdo
4180,98,Prince,Thieves In The Temple,1990,5a2EaR3hamoenG9rDuVn8j
4181,99,Mellow Man Ace,Mentirosa,1990,37YcGi7z4aXgzWu4jGRe4H
4182,100,Kyper,Tic-Tac-Toe,1990,5axa2hbZnvT5TP2IFLXoit
4183,1,Bryan Adams,(Everything I Do) I Do It For You,1991,3Z02hBLubJxuFJfhacLSDc
4184,2,Color Me Badd,I Wanna Sex You Up,1991,1QtIfAa6y7w2JhxYJhYeUG
4185,3,C+C Music Factory,Gonna Make You Sweat,1991,7krx6UBDKLwE0q3s3fesqF
4186,4,Paula Abdul,Rush Rush,1991,4PpmBoqphQusNFsxuVKb6j
4187,5,Timmy T,One More Try,1991,5gqcLXiJcBVEduXVle7JN1
4188,6,EMF,Unbelievable,1991,39oSLGo3HkaeYXzUEGgAGQ
4189,7,Extreme,More Than Words,1991,6w7j5wQ5AI5OQYlcM15s2L
4190,8,Hi-Five,I Like The Way (The Kissing Game),1991,0EVUivUkugMtNF09L4QBMH
4191,9,Surface,The First Time,1991,7dXeJ8kAqTqtvNWQNV3sdU
4192,10,Amy Grant,"Baby, Baby",1991,72Nhcx7prNk2ZCxhx0Y5es
4193,11,Boyz II Men,Motownphilly,1991,6O74knDqdv3XaWtkII7Xjp
4194,12,Stevie B,Because I Love You (The Postman Song),1991,6V7pNWhlJpD0s0bMdB1PU9
4195,13,Mariah Carey,Someday,1991,4iHNK0tOyZPYnBU7nGAgpQ
4196,14,Damn Yankees,High Enough,1991,7ihLzUpuNecU5VBkvOUDNq
4197,15,Bette Midler,From A Distance,1991,13y0kncDD4J9wxCyfKr10W
4198,16,Whitney Houston,All The Man That I Need,1991,6XpaIBNiVzIetEPCWDvAFP
4199,17,Jesus Jones,"Right Here, Right Now",1991,0roeI3yPusDWwWRzAqTopw
4200,18,Color Me Badd,I Adore Mi Amor,1991,1QtIfAa6y7w2JhxYJhYeUG
4201,19,Janet Jackson,Love Will Never Do (Without You),1991,4qwGe91Bz9K2T8jXTZ815W
4202,20,Marky Mark and The Funky Bunch feat. Loleatta Holloway,Good Vibrations,1991,4046bnFxFJdLEtG7F2qXaV
4203,21,Madonna,Justify My Love,1991,6tbjWDEIzxoDsBA1FuhfPW
4204,22,Mariah Carey,Emotions,1991,4iHNK0tOyZPYnBU7nGAgpQ
4205,23,Roxette,Joyride,1991,2SHhfs4BiDxGQ3oxqf0UHY
4206,24,Karyn White,Romantic,1991,5lJBrQQ88JjskJmJeVKX4F
4207,25,Tara Kemp,Hold You Tight,1991,1eOD8TGo5Ek80Gv7VIqFij
4208,26,Mariah Carey,I Don't Wanna Cry,1991,4iHNK0tOyZPYnBU7nGAgpQ
4209,27,Wilson Phillips,You're In Love,1991,1yMYjh77WgOVafRkI50mim
4210,28,Amy Grant,Every Heartbeat,1991,72Nhcx7prNk2ZCxhx0Y5es
4211,29,Ralph Tresvant,Sensitivity,1991,6MLDcHrNh4OqxDZAjMt5pt
4212,30,Cathy Dennis,Touch Me (All Night Long),1991,2zVsfeSyFbCey7rq7PasHp
4213,31,Londonbeat,I've Been Thinking About You,1991,0gcMPgunYh4rX1UOdvZKBn
4214,32,Natural Selection,Do Anything,1991,1LNp9f3zGm09xHq2CocjC8
4215,33,R.E.M.,Losing My Religion,1991,4KWTAlx2RvbpseOGMEmROg
4216,34,Gloria Estefan,Coming Out Of The Dark,1991,5IFCkqu9J6xdWeYMk5I889
4217,35,Lenny Kravitz,It Ain't Over 'Til It's Over,1991,5gznATMVO85ZcLTkE9ULU7
4218,36,C+C Music Factory,Here We Go,1991,7krx6UBDKLwE0q3s3fesqF
4219,37,Celine Dion,Where Does My Heart Beat Now,1991,4S9EykWXhStSc15wEx8QFK
4220,38,DJ Jazzy Jeff and The Fresh Prince,Summertime,1991,1mG23iQeR29Ojhq89D5gbh
4221,39,Scorpions,Wind Of Change,1991,27T030eWyCQRmDyuvr1kxY
4222,40,Rhythm Syndicate,P.A.S.S.I.O.N.,1991,3lr5sSnQe5Jx9n9Ya5ZzgQ
4223,41,Paula Abdul,The Promise Of A New Day,1991,4PpmBoqphQusNFsxuVKb6j
4224,42,Whitney Houston,I'm Your Baby Tonight,1991,6XpaIBNiVzIetEPCWDvAFP
4225,43,Firehouse,Love Of A Lifetime,1991,28pS8WVbFstY0o1SrqCf8I
4226,44,Roxette,Fading Like A Flower (Every Time You Leave),1991,2SHhfs4BiDxGQ3oxqf0UHY
4227,45,Tracie Spencer,This House,1991,2SwRWWKpFqktihz7o2rfYX
4228,46,Extreme,Hole Hearted,1991,6w7j5wQ5AI5OQYlcM15s2L
4229,47,Luther Vandross,Power Of Love-Love Power,1991,19y5MFBH7gohEdGwKM7QsP
4230,48,Wilson Phillips,Impulsive,1991,1yMYjh77WgOVafRkI50mim
4231,49,Michael Bolton,Love Is A Wonderful Thing,1991,6YHEMoNPbcheiWS2haGzkn
4232,50,Rod Stewart,Rhythm Of My Heart,1991,2y8Jo9CKhJvtfeKOsYzRdT
4233,51,C+C Music Factory,Things That Make You Go HmmmmÃŒ__Ã¥Ã•__,1991,7krx6UBDKLwE0q3s3fesqF
4234,52,Divinyls,I Touch Myself,1991,5t06MTkDD3yr5LVs3YFLQC
4235,53,DMA,Tom's Diner,1991,1iUTUix5kea176M0uJTsh4
4236,54,Another Bad Creation,Iesha,1991,454VBUMshEg0sxzoWKTYbT
4237,55,Bonnie Raitt,Something To Talk About,1991,4KDyYWR7IpxZ7xrdYbKrqY
4238,56,Nelson,After The Rain,1991,5W5bDNCqJ1jbCgTxDD0Cb3
4239,57,Vanilla Ice,Play That Funky Music,1991,7GXXMm3DB1VswVcuGyInUd
4240,58,Corina,Temptation,1991,7mXfsy3lF4kU0f2KTNKSr8
4241,59,Bryan Adams,Can't Stop This Thing We Started,1991,3Z02hBLubJxuFJfhacLSDc
4242,60,Hi-Five,I Can't Wait Another Minute,1991,0EVUivUkugMtNF09L4QBMH
4243,61,The KLF,3 A.M. Eternal,1991,6dYrdRlNZSKaVxYg5IrvCH
4244,62,Michael Bolton,Time. Love And Tenderness,1991,6YHEMoNPbcheiWS2haGzkn
4245,63,Enigma,Saideness Part I,1991,3441uYrkzgTWwjXLd13R0U
4246,64,LL Cool J,Around The Way Girl,1991,1P8IfcNKwrkQP5xJWuhaOC
4247,65,Escape Club,I'll Be There,1991,6mRev5KzKOgQcZjWanwBdd
4248,66,Prince And The N.P.G.,Cream,1991,5a2EaR3hamoenG9rDuVn8j
4249,67,Heavy D. and The Boyz,Now That We Found Love,1991,4KHdmkq99PXA6QEJ2lKpA3
4250,68,Styx,Show Me The Way,1991,4salDzkGmfycRqNUbyBphh
4251,69,Mariah Carey,Love Takes Time,1991,4iHNK0tOyZPYnBU7nGAgpQ
4252,70,Rick Astley,Cry For Help,1991,0gxyHStUsqpMadRV0Di1Qt
4253,71,UB40,The Way You Do The Things You Do,1991,69MEO1AADKg1IZrq2XLzo5
4254,72,UB40,Here I Am (Come And Take Me),1991,69MEO1AADKg1IZrq2XLzo5
